trase_code,uml_id,group,company,mill_name,latitude,longitude,capacity_tonnes_ffb_hour,status,earliest_year_of_existence,earliest_year_of_existence_source,kabupaten_name,kabupaten_trase_id,province_name
M-00109,PO1000007652,SUPERVENTURE,BERKAT SAWIT SEJAHTERA,BERKAT SAWIT SEJAHTERA 2,-0.708447766,102.6587613,45,Operating,2015,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",INDRAGIRI HILIR,ID-1403,RIAU
M-00110,PO1000000092,MUSIM MAS,AGRO WIRATAMA,AGROWIRATAMA,0.197736992,99.62616987,45,Operating,2000,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PASAMAN BARAT,ID-1312,SUMATERA BARAT
M-00111,PO1000004366,SUPERVENTURE,BERKAT SAWIT SEJAHTERA,BERKAT SAWIT SEJAHTERA,0.238527856,99.70435236,60,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PASAMAN BARAT,ID-1312,SUMATERA BARAT
M-00113,PO1000004303,UNKNOWN,BEURATA SUBUR PERSADA,BEURATA SUBUR PERSADA,4.125097243,96.34140857,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",NAGAN RAYA,ID-1115,ACEH
M-00115,PO1000004482,UNKNOWN,BICCON AGRO MAKMUR,BICCON AGRO MAKMUR,-1.744394927,103.8701915,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUARO JAMBI,ID-1505,JAMBI
M-00116,PO1000007467,DHARMA SATYA NUSANTARA (DSN),BIMA AGRI SAWIT,POM 10,1.265133782,117.6025411,30,Operating,2016,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00117,PO1000006150,DHARMA SATYA NUSANTARA (DSN),BIMA PALMA NUGRAHA,POM 9,0.75124122,117.405756,60,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KUTAI TIMUR,ID-6404,KALIMANTAN TIMUR
M-00118,PO1000007481,SUPERVENTURE,BINA MITRA MAKMUR,BINA MITRA MAKMUR,-1.498441644,102.240643,45,Operating,2006,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BUNGO,ID-1509,JAMBI
M-00119,PO1000004486,UNKNOWN,PALM TRIMITRA INDOTAMA,PALM TRIMITRA INDOTAMA,3.541944,98.794167,12.5,Operating,2002,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",DELI SERDANG,ID-1212,SUMATERA UTARA
M-00120,PO1000007628,SAWIT LESTARI,BINAKARYA ERAMANDIRI,MANGSANG,-2.173077155,103.9867479,60,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-00121,PO1000004352,BINTANG HARAPAN DESA (BHD),BINTANG HARAPAN DESA,BINTANG HARAPAN DESA,-0.111538242,110.3330232,45,Operating,1996,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-00122,PO1000004945,UNKNOWN,BIO NUSANTARA TEKNOLOGI,SEI LEMAU,-3.643955578,102.2410219,30,Operating,1999,Establishment year based on other government record of establishment (e.g. Permit database),BENGKULU TENGAH,ID-1709,BENGKULU
M-00123,PO1000004582,SUBARNI,BLANG KETUMBA,BLANG KETUMBA,4.985583685,96.7002094,25,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BIREUEN,ID-1110,ACEH
M-00125,PO1000004925,BINTANG HARAPAN DESA (BHD),SURYA BORNEO INDAH,PADU,-0.039995391,110.193862,30,Operating,2005,Establishment year based on other government record of establishment (e.g. Permit database),SANGGAU,ID-6105,KALIMANTAN BARAT
M-00126,PO1000008147,UNKNOWN,BORNEO SAWIT PERSADA,BORNEO SAWIT PERSADA,-3.020771462,115.9467053,60,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KOTABARU,ID-6302,KALIMANTAN SELATAN
M-00127,PO1000004579,CAPITOL,DUTA SAWITMAS ACEH,DUTA SAWITMAS ACEH,4.696986013,95.66525046,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ACEH JAYA,ID-1116,ACEH
M-00128,PO1000004127,SIPEF,DENDY MARKER INDAH LESTARI,DENDYMARKER,-2.795033,102.944683,60,Operating,2006,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI RAWAS UTARA,ID-1613,SUMATERA SELATAN
M-00129,PO1000008217,UNKNOWN,BUANA SAWIT INDAH,BUANA SAWIT INDAH,3.143002801,99.51166531,45,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BATU BARA,ID-1219,SUMATERA UTARA
M-00130,PO1000010259,KARYAMAS PLANTATION,BUANA TUNAS SEJAHTERA,SAWIT SERIANG,0.956287713,111.8828218,40,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KAPUAS HULU,ID-6108,KALIMANTAN BARAT
M-00131,PO1000004499,UNKNOWN,BUANA WIRASUBUR SAKTI,BUANA WIRASUBUR SAKTI,-1.88521661,116.0599266,30,Operating,2011,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PASER,ID-6401,KALIMANTAN TIMUR
M-00132,PO1000007486,SUNGAI BUDI,BUDI NABATI PERKASA,PKS 7,-1.692134498,102.1607967,45,Operating,2015,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",BUNGO,ID-1509,JAMBI
M-00133,PO1000004204,UNKNOWN,BUDI TANI KEMBANG JAYA,BUDI TANI KEMBANG JAYA,0.542097544,101.5797329,30,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PEKANBARU (KOTA),ID-1471,RIAU
M-00134,PO1000004490,EKAJAYA,EKA JAYA MULTI PERKASA,EKA JAYA MULTI PERKASA,-3.554672855,103.3001706,45,Operating,2005,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),LAHAT,ID-1604,SUMATERA SELATAN
M-00136,PO1000004455,KRISTON AGRO,BATANGHARI SAWIT SEJAHTERA,BATANGHARI SAWIT SEJAHTERA,-1.348631186,103.5413933,45,Operating,2004,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUARO JAMBI,ID-1505,JAMBI
M-00137,PO1000004154,RIFANSI,FLORA WAHANA TIRTA,FLORA WAHANA TIRTA,0.136029539,101.2663257,45,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",KAMPAR,ID-1406,RIAU
M-00138,PO1000004457,UNKNOWN,BUKIT BINTANG SAWIT,BUKIT BINTANG SAWIT,-1.386746583,103.495484,20,Operating,2003,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),MUARO JAMBI,ID-1505,JAMBI
M-00139,PO1000008176,PALM MAS ASRI,BUKIT PALEM,BUKIT PALEM,-2.372811658,110.6442515,35,Operating,1998,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KETAPANG,ID-6106,KALIMANTAN BARAT
M-00140,PO1000004470,SARIMAS,MESKOM AGRO SARIMAS,MESKOM AGRO SARIMAS,1.54875,102.08845,75,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BENGKALIS,ID-1408,RIAU
M-00141,PO1000007637,TUDUNG,BUMI MEKAR TANI,BUMI MEKAR TANI,-2.495574977,102.8738399,45,Operating,2017,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI RAWAS UTARA,ID-1613,SUMATERA SELATAN
M-00142,PO1000001761,SINAR MAS,BUMI PERMAI LESTARI,BUKIT PERAK,-1.820496,105.551168,60,Operating,1993,Establishment year based on other government record of establishment (e.g. Permit database),BANGKA BARAT,ID-1903,KEP. BANGKA BELITUNG
M-00144,PO1000004866,BUMITAMA GUNAJAYA AGRO (BGA),AGRO SEJAHTERA MANUNGGAL,PEMBANGUNAN RAYA,-2.547062092,110.3824132,60,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00145,PO1000004191,BUMITAMA GUNAJAYA AGRO (BGA),BUMITAMA GUNAJAYA ABADI,KOTAWARINGIN,-2.391111,111.373333,90,Operating,2009,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-00147,PO1000008180,BUMITAMA GUNAJAYA AGRO (BGA),KARYA BAKTI AGRO SEJAHTERA,SUNGAI RASAU,-2.282902447,110.50307,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00148,PO1000001683,BUMITAMA GUNAJAYA AGRO (BGA),WINDU NABATINDO LESTARI,PUNDU NABATINDO,-1.993702379,113.0619671,90,Operating,2007,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-00149,PO1000004930,BUMITAMA GUNAJAYA AGRO (BGA),WINDU NABATINDO LESTARI,SELUCING AGRO,-1.883033,113.03175,90,Operating,2011,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-00150,PO1000001684,BUMITAMA GUNAJAYA AGRO (BGA),KARYA MAKMUR BAHAGIA,GUNUNG MAKMUR,-1.760676135,112.5989864,90,Operating,2002,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-00152,PO1000004410,BUMITAMA GUNAJAYA AGRO (BGA),ROHUL SAWIT INDUSTRI,SUKADAMAI,0.681584377,100.5278767,90,Operating,2004,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HULU,ID-1407,RIAU
M-00153,PO1000008216,UNKNOWN,BUNGO LIMBUR,BUNGO LIMBUR,-1.374130632,101.8846702,60,Operating,2016,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),BUNGO,ID-1509,JAMBI
M-00154,PO1000007623,TELADAN PRIMA,CAHAYA ANUGERAH PLANTATION,FELIZA,-0.08953947,117.0338925,30,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUTAI KARTANEGARA,ID-6403,KALIMANTAN TIMUR
M-00155,PO1000008200,SUPERVENTURE,CAHAYA BINTANG SAWIT SEJATI,CAHAYA BINTANG SAWIT SEJATI 1,-1.842808,116.0680296,60,Operating,2015,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),PASER,ID-6401,KALIMANTAN TIMUR
M-00156,PO1000004210,SUPERVENTURE,CAHAYA CEMERLANG LESTARI,CAHAYA CEMERLANG LESTARI,-2.536176615,104.1507881,45,Operating,2008,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-00157,PO1000007537,UNKNOWN,CAHAYA INTI SAWIT,CAHAYA INTI SAWIT,1.440840272,100.2911266,15,Operating,2016,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",PADANG LAWAS UTARA,ID-1220,SUMATERA UTARA
M-00158,PO1000004531,UNKNOWN,CAMPANG TIGA,CAMPANG TIGA,-3.764214332,104.7394241,30,Operating,2009,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),OGAN KOMERING ULU TIMUR,ID-1609,SUMATERA SELATAN
M-00160,PO1000000058,CARGILL,HINDOLI,SUNGAI LILIN,-2.61247226,104.1267966,120,Operating,1997,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-00161,PO1000009068,CARGILL,HINDOLI,TANJUNG DALAM,-2.549563536,103.9437005,60,Operating,2005,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",MUSI BANYUASIN,ID-1606,SUMATERA SELATAN
M-00162,PO1000002360,CARGILL,INDO SAWIT KEKAL,RIVER VIEW,-2.51455941,110.9152244,30,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00163,PO1000001208,CARGILL,HARAPAN SAWIT LESTARI,MANIS MATA,-2.482400269,111.0176215,60,Operating,1998,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00164,PO1000003254,CARGILL,HINDOLI,MUKUT,-2.441350929,104.4280862,120,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BANYUASIN,ID-1607,SUMATERA SELATAN
M-00165,PO1000001207,CARGILL,AYU SAWIT LESTARI,PAKU JUANG,-2.433440639,110.8179723,60,Operating,2006,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00166,PO1000004853,CARGILL,MAYA AGRO INVESTAMA,KEDIPI,-2.339365823,110.9674016,30,Operating,2013,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KETAPANG,ID-6106,KALIMANTAN BARAT
M-00168,PO1000007629,ADIMULIA,SURYA AGROLIKA REKSA,SURYA AGROLIKA REKSA 2,-0.20548599,101.319423,30,Operating,2012,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUANTAN SINGINGI,ID-1401,RIAU
M-00169,PO1000004358,ADIMULIA,SURYA AGROLIKA REKSA,SURYA AGROLIKA REKSA,-0.138702304,101.3958127,60,Operating,2008,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUANTAN SINGINGI,ID-1401,RIAU
M-00170,PO1000004934,CHELLAM PLANTATIONS,PUCUK JAYA,PUCUK JAYA,-2.233989832,116.0491871,30,Operating,2011,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",PASER,ID-6401,KALIMANTAN TIMUR
M-00171,PO1000007462,CHORA AGRO RESOURCES,MITRA ABADIMAS SEJAHTERA,MITRA ABADIMAS SEJAHTERA,1.180921651,109.4364047,45,Operating,2015,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",SAMBAS,ID-6101,KALIMANTAN BARAT
M-00172,PO1000004160,FIRST RESOURCES,CILIANDRA PERKASA,CILIANDRA PERKASA,0.160101729,101.0544179,60,Operating,2001,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",KAMPAR,ID-1406,RIAU
M-00173,PO1000004307,UNKNOWN,CINTA RAJA,SILINDA,3.216787142,98.78096085,30,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",SERDANG BEDAGAI,ID-1218,SUMATERA UTARA
M-00174,PO1000004313,TRIBUANA GLOBAL,CIPTA AGRO SEJATI,CIPTA AGRO SEJATI,1.871851217,100.4301787,30,Operating,2014,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",ROKAN HILIR,ID-1409,RIAU
M-00175,PO1000004546,UNKNOWN,CIPTA CHEMICAL MEDAN OIL,CIPTA CHEMICAL MEDAN OIL,3.854069633,98.34383023,,Operating,2013,"Earliest year mill found to exist based on photo-interpretation of high-resolution satellite imagery, manufacturing census data, traceability reports and other secondary sources (or combination of these sources)",LANGKAT,ID-1213,SUMATERA UTARA
M-00176,PO1000009358,UNKNOWN,CIPTA FUTURA,CIPTA FUTURA,-3.507413,103.6996,45,Operating,1998,Establishment year based on other government record of establishment (e.g. Permit database),MUARA ENIM,ID-1603,SUMATERA SELATAN
M-00177,PO1000008184,NUSANTARA SAWIT SEJAHTERA (NSS),NUSANTARA SAWIT PERSADA,NUSANTARA SAWIT PERSADA,-2.106758,112.794124,60,Operating,2016,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN TIMUR,ID-6202,KALIMANTAN TENGAH
M-00178,PO1000004153,CISADANE RAYA,CISADANE SAWIT RAYA,CISADANE SAWIT RAYA,2.243274165,100.190117,45,Operating,2007,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",LABUHAN BATU,ID-1207,SUMATERA UTARA
M-00179,PO1000003120,CITRA BORNEO INDAH (CBI),SAWIT SUMBERMAS SARANA,SELANGKUN,-2.4172222,111.5547222,60,Operating,2013,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-00181,PO1000003257,CITRA BORNEO INDAH (CBI),MITRA MENDAWAI SEJATI,SUAYAP,-2.265490746,111.722007,60,Operating,2011,Establishment year based on dinas perkebunan record of establishment (e.g. Dinas Perkebunan Plantation Statistics report of establishment dates),KOTAWARINGIN BARAT,ID-6201,KALIMANTAN TENGAH
M-00183,PO1000004270,UNKNOWN,CITRA INDAH PERTIWI,CITRA INDAH PERTIWI,2.07242955,100.0097882,30,Operating,1999,"Mill known to exist in 1999 (source: Taib, Gunatif (2000), Kajian Pengembangan Industri Crude Palm Oil Skala Kecil (Studi Kasus Pengembangan Industri Crude Palm Oil di Sumatera Barat), http://repository.ipb.ac.id/handle/123456789/5044)",LABUHAN BATU,ID-1207,SUMATERA UTARA
M-00184,PO1000004374,KPN CORP,CITRA RIAU SARANA,TESO II,-0.323107246,101.5590802,30,Operating,2011,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUANTAN SINGINGI,ID-1401,RIAU
M-00185,PO1000004367,KPN CORP,CITRA RIAU SARANA,TESO III,-0.243333,101.583633,30,Operating,2013,Establishment year imputed based on Dinas Perkebunan Plantation Statistics reports (e.g. first year a mill appears in a Dinas Perkebunan Plantation Statistics report),KUANTAN SINGINGI,ID-1401,RIAU
M-00186,PO1000004362,KPN CORP,CITRA RIAU SARANA,TESO I,-0.212423211,101.4734808,30,Operating,2004,"Mill known to exist in 2004 (source: Golder Associates (2006). Appendix VIII: Summary of Renewable Potential in Indonesia POM, Retrieved October 10, 2018, http://www.adb.org/Documents/Reports/Consulta nt/46557-INO/36557-INO-TACR- AppendixVIII.pdf)",KUANTAN SINGINGI,ID-1401,RIAU
M-00187,PO1000006208,HARUM AGRO,CITRA SAWIT HARUM,CITRA SAWIT HARUM,-1.742476021,102.0536877,60,Operating,2016,"Establishment year based off secondary sources (e.g. website, corporate report, etc)",BUNGO,ID-1509,JAMBI
